"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",25,6,0.38,"3.3e-08","3.20e-06"
"LION:0012009","lipid-mediated signalling",48,6,0.72,"2.3e-06","1.12e-04"
"LION:0000004","sphingolipids [SP]",61,6,0.92,"1.0e-05","3.23e-04"
"LION:0012082","plasma membrane",65,6,0.98,"1.6e-05","3.88e-04"
"LION:0000464","negative intrinsic curvature",76,6,1.15,"4.1e-05","7.95e-04"
"LION:0012080","endoplasmic reticulum (ER)",246,6,3.71,"0.054","8.73e-01"
"LION:0000001","fatty acids [FA]",8,0,0.12,"1.000","1.00e+00"
"LION:0000002","glycerolipids [GL]",59,0,0.89,"1.000","1.00e+00"
"LION:0000003","glycerophospholipids [GP]",232,0,3.5,"1.000","1.00e+00"
"LION:0000010","glycerophosphocholines [GP01]",155,0,2.34,"1.000","1.00e+00"
"LION:0000011","glycerophosphoethanolamines [GP02]",55,0,0.83,"1.000","1.00e+00"
"LION:0000013","glycerophosphoserines [GP03]",8,0,0.12,"1.000","1.00e+00"
"LION:0000030","diacylglycerophosphocholines [GP0101]",95,0,1.43,"1.000","1.00e+00"
"LION:0000031","1-alkyl,2-acylglycerophosphocholines [GP0102]",23,0,0.35,"1.000","1.00e+00"
"LION:0000032","1-(1z-alkenyl),2-acylglycerophosphocholines [GP0103]",24,0,0.36,"1.000","1.00e+00"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",11,0,0.17,"1.000","1.00e+00"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",22,0,0.33,"1.000","1.00e+00"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",16,0,0.24,"1.000","1.00e+00"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",8,0,0.12,"1.000","1.00e+00"
"LION:0000042","monoacylglycerophosphoethanolamines [GP0205]",7,0,0.11,"1.000","1.00e+00"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",11,0,0.17,"1.000","1.00e+00"
"LION:0000053","diacylglycerophosphoserines [GP0301]",7,0,0.11,"1.000","1.00e+00"
"LION:0000059","diacylglycerophosphoglycerols [GP0401]",3,0,0.05,"1.000","1.00e+00"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",31,0,0.47,"1.000","1.00e+00"
"LION:0000093","headgroup with negative charge",30,0,0.45,"1.000","1.00e+00"
"LION:0000094","headgroup with neutral charge",64,0,0.96,"1.000","1.00e+00"
"LION:0000095","headgroup with positive charge / zwitter-ion",241,0,3.63,"1.000","1.00e+00"
"LION:0000100","fatty acid with 18 carbons or less",75,0,1.13,"1.000","1.00e+00"
"LION:0000259","C14:0",3,0,0.05,"1.000","1.00e+00"
"LION:0000465","neutral intrinsic curvature",149,0,2.25,"1.000","1.00e+00"
"LION:0000466","positive intrinsic curvature",34,0,0.51,"1.000","1.00e+00"
"LION:0000467","contains ether-bond",39,0,0.59,"1.000","1.00e+00"
"LION:0000599","lysoglycerophospholipids",19,0,0.29,"1.000","1.00e+00"
"LION:0000607","diacylglycerols [GL0201]",4,0,0.06,"1.000","1.00e+00"
"LION:0000622","triacylglycerols [GL0301]",55,0,0.83,"1.000","1.00e+00"
"LION:0001734","contains vinyl ether bond (plasmalogen)",32,0,0.48,"1.000","1.00e+00"
"LION:0001735","very low transition temperature",10,0,0.15,"1.000","1.00e+00"
"LION:0001736","low transition temperature",19,0,0.29,"1.000","1.00e+00"
"LION:0001737","average transition temperature",18,0,0.27,"1.000","1.00e+00"
"LION:0001738","high transition temperature",14,0,0.21,"1.000","1.00e+00"
"LION:0001739","very high transition temperature",5,0,0.08,"1.000","1.00e+00"
"LION:0001740","above average transition temperature",19,0,0.29,"1.000","1.00e+00"
"LION:0001741","below average transition temperature",29,0,0.44,"1.000","1.00e+00"
"LION:0001742","fatty acids and conjugates [FA01]",8,0,0.12,"1.000","1.00e+00"
"LION:0002882","C16:0",22,0,0.33,"1.000","1.00e+00"
"LION:0002900","C16:1",11,0,0.17,"1.000","1.00e+00"
"LION:0002921","C18:0",16,0,0.24,"1.000","1.00e+00"
"LION:0002922","C18:1",23,0,0.35,"1.000","1.00e+00"
"LION:0002923","C18:2",13,0,0.2,"1.000","1.00e+00"
"LION:0002925","C20:0",3,0,0.05,"1.000","1.00e+00"
"LION:0002926","C20:1",4,0,0.06,"1.000","1.00e+00"
"LION:0002927","C20:2",3,0,0.05,"1.000","1.00e+00"
"LION:0002929","C20:4",9,0,0.14,"1.000","1.00e+00"
"LION:0002930","C20:5",5,0,0.08,"1.000","1.00e+00"
"LION:0002935","C22:4",4,0,0.06,"1.000","1.00e+00"
"LION:0002937","C22:6",13,0,0.2,"1.000","1.00e+00"
"LION:0002945","fatty acid with more than 18 carbons",56,0,0.84,"1.000","1.00e+00"
"LION:0002947","fatty acid with 13-15 carbons",4,0,0.06,"1.000","1.00e+00"
"LION:0002948","fatty acid with 16-18 carbons",73,0,1.1,"1.000","1.00e+00"
"LION:0002949","fatty acid with 19-21 carbons",29,0,0.44,"1.000","1.00e+00"
"LION:0002950","fatty acid with 22-24 carbons",24,0,0.36,"1.000","1.00e+00"
"LION:0002951","fatty acid with more than 24 carbons",3,0,0.05,"1.000","1.00e+00"
"LION:0002955","fatty acid with 16 carbons",32,0,0.48,"1.000","1.00e+00"
"LION:0002956","fatty acid with 17 carbons",3,0,0.05,"1.000","1.00e+00"
"LION:0002957","fatty acid with 18 carbons",50,0,0.75,"1.000","1.00e+00"
"LION:0002958","fatty acids with 19 carbons",3,0,0.05,"1.000","1.00e+00"
"LION:0002959","fatty acid with 20 carbons",25,0,0.38,"1.000","1.00e+00"
"LION:0002961","fatty acid with 22 carbons",22,0,0.33,"1.000","1.00e+00"
"LION:0002966","fatty acid with less than 2 double bonds",80,0,1.21,"1.000","1.00e+00"
"LION:0002967","polyunsaturated fatty acid",51,0,0.77,"1.000","1.00e+00"
"LION:0002968","saturated fatty acid",49,0,0.74,"1.000","1.00e+00"
"LION:0002969","monounsaturated fatty acid",40,0,0.6,"1.000","1.00e+00"
"LION:0002970","fatty acid with 2 double bonds",18,0,0.27,"1.000","1.00e+00"
"LION:0002971","fatty acid with 3 double bonds",4,0,0.06,"1.000","1.00e+00"
"LION:0002972","fatty acid with 4 double bonds",14,0,0.21,"1.000","1.00e+00"
"LION:0002976","fatty acid with more than 3 double bonds",36,0,0.54,"1.000","1.00e+00"
"LION:0002977","fatty acid with 3-5 double bonds",23,0,0.35,"1.000","1.00e+00"
"LION:0012010","membrane component",273,0,4.12,"1.000","1.00e+00"
"LION:0012011","lipid storage",55,0,0.83,"1.000","1.00e+00"
"LION:0012017","hexosylceramides",5,0,0.08,"1.000","1.00e+00"
"LION:0012081","mitochondrion",58,0,0.87,"1.000","1.00e+00"
"LION:0012084","lipid droplet",55,0,0.83,"1.000","1.00e+00"
"LION:0012086","endosome/lysosome",32,0,0.48,"1.000","1.00e+00"
"LION:0071625","PE(O-38:7)",3,0,0.05,"1.000","1.00e+00"
"LION:0080968","very low bilayer thickness",12,0,0.18,"1.000","1.00e+00"
"LION:0080969","low bilayer thickness",15,0,0.23,"1.000","1.00e+00"
"LION:0080970","average bilayer thickness",15,0,0.23,"1.000","1.00e+00"
"LION:0080971","high bilayer thickness",10,0,0.15,"1.000","1.00e+00"
"LION:0080972","very high bilayer thickness",3,0,0.05,"1.000","1.00e+00"
"LION:0080973","below average bilayer thickness",26,0,0.39,"1.000","1.00e+00"
"LION:0080974","above average bilayer thickness",12,0,0.18,"1.000","1.00e+00"
"LION:0080977","low lateral diffusion",14,0,0.21,"1.000","1.00e+00"
"LION:0080978","average lateral diffusion",14,0,0.21,"1.000","1.00e+00"
"LION:0080979","high lateral diffusion",11,0,0.17,"1.000","1.00e+00"
"LION:0080980","very high lateral diffusion",15,0,0.23,"1.000","1.00e+00"
"LION:0080981","below average lateral diffusion",16,0,0.24,"1.000","1.00e+00"
"LION:0080982","above average lateral diffusion",25,0,0.38,"1.000","1.00e+00"
