"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0080981","below average lateral diffusion",16,7,1.53,"0.00025","0.0131"
"LION:0001734","contains vinyl ether bond (plasmalogen)",32,10,3.06,"0.00027","0.0131"
"LION:0000032","1-(1z-alkenyl),2-acylglycerophosphocholines [GP0103]",24,8,2.29,"0.00079","0.0210"
"LION:0001740","above average transition temperature",19,7,1.81,"0.00090","0.0210"
"LION:0080971","high bilayer thickness",10,5,0.95,"0.00108","0.0210"
"LION:0012010","membrane component",273,34,26.07,"0.00170","0.0275"
"LION:0080974","above average bilayer thickness",12,5,1.15,"0.00295","0.0409"
"LION:0001738","high transition temperature",14,5,1.34,"0.00645","0.0695"
"LION:0080977","low lateral diffusion",14,5,1.34,"0.00645","0.0695"
"LION:0000095","headgroup with positive charge / zwitter-ion",241,30,23.01,"0.00990","0.0960"
"LION:0000053","diacylglycerophosphoserines [GP0301]",7,3,0.67,"0.02153","0.1785"
"LION:0000467","contains ether-bond",39,8,3.72,"0.02208","0.1785"
"LION:0000003","glycerophospholipids [GP]",232,28,22.15,"0.03010","0.2133"
"LION:0000013","glycerophosphoserines [GP03]",8,3,0.76,"0.03219","0.2133"
"LION:0000465","neutral intrinsic curvature",149,20,14.23,"0.03298","0.2133"
"LION:0000031","1-alkyl,2-acylglycerophosphocholines [GP0102]",23,5,2.2,"0.05658","0.3430"
"LION:0012082","plasma membrane",65,10,6.21,"0.06957","0.3970"
"LION:0001739","very high transition temperature",5,2,0.48,"0.07386","0.3980"
"LION:0000011","glycerophosphoethanolamines [GP02]",55,8,5.25,"0.13446","0.6776"
"LION:0012080","endoplasmic reticulum (ER)",246,27,23.49,"0.14474","0.6776"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",31,5,2.96,"0.16112","0.6776"
"LION:0000464","negative intrinsic curvature",76,10,7.26,"0.16421","0.6776"
"LION:0012081","mitochondrion",58,8,5.54,"0.16961","0.6776"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",8,2,0.76,"0.17229","0.6776"
"LION:0012086","endosome/lysosome",32,5,3.06,"0.17785","0.6776"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",16,3,1.53,"0.18860","0.6776"
"LION:0002921","C18:0",16,3,1.53,"0.18860","0.6776"
"LION:0000004","sphingolipids [SP]",61,8,5.82,"0.20879","0.7233"
"LION:0001737","average transition temperature",18,3,1.72,"0.24113","0.8065"
"LION:0002958","fatty acids with 19 carbons",3,1,0.29,"0.26055","0.8424"
"LION:0000010","glycerophosphocholines [GP01]",155,17,14.8,"0.27388","0.8570"
"LION:0002900","C16:1",11,2,1.05,"0.28311","0.8582"
"LION:0002969","monounsaturated fatty acid",40,5,3.82,"0.33066","0.9571"
"LION:0002957","fatty acid with 18 carbons",50,6,4.77,"0.33793","0.9571"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",22,3,2.1,"0.35167","0.9571"
"LION:0002923","C18:2",13,2,1.24,"0.35731","0.9571"
"LION:0002955","fatty acid with 16 carbons",32,4,3.06,"0.36509","0.9571"
"LION:0002922","C18:1",23,3,2.2,"0.37950","0.9687"
"LION:0012017","hexosylceramides",5,1,0.48,"0.39614","0.9853"
"LION:0080970","average bilayer thickness",15,2,1.43,"0.42892","1.0000"
"LION:0002966","fatty acid with less than 2 double bonds",80,8,7.64,"0.50946","1.0000"
"LION:0002968","saturated fatty acid",49,5,4.68,"0.51521","1.0000"
"LION:0002970","fatty acid with 2 double bonds",18,2,1.72,"0.52833","1.0000"
"LION:0000093","headgroup with negative charge",30,3,2.86,"0.56335","1.0000"
"LION:0002882","C16:0",22,2,2.1,"0.64239","1.0000"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",25,2,2.39,"0.71341","1.0000"
"LION:0002948","fatty acid with 16-18 carbons",73,6,6.97,"0.73368","1.0000"
"LION:0000100","fatty acid with 18 carbons or less",75,6,7.16,"0.75972","1.0000"
"LION:0002961","fatty acid with 22 carbons",22,1,2.1,"0.89683","1.0000"
"LION:0002950","fatty acid with 22-24 carbons",24,1,2.29,"0.91665","1.0000"
"LION:0002949","fatty acid with 19-21 carbons",29,1,2.77,"0.95137","1.0000"
"LION:0012009","lipid-mediated signalling",48,2,4.58,"0.96015","1.0000"
"LION:0002967","polyunsaturated fatty acid",51,2,4.87,"0.97005","1.0000"
"LION:0002945","fatty acid with more than 18 carbons",56,2,5.35,"0.98162","1.0000"
"LION:0000030","diacylglycerophosphocholines [GP0101]",95,4,9.07,"0.99182","1.0000"
"LION:0000094","headgroup with neutral charge",64,1,6.11,"0.99911","1.0000"
"LION:0000001","fatty acids [FA]",8,0,0.76,"1.00000","1.0000"
"LION:0000002","glycerolipids [GL]",59,0,5.63,"1.00000","1.0000"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",11,0,1.05,"1.00000","1.0000"
"LION:0000042","monoacylglycerophosphoethanolamines [GP0205]",7,0,0.67,"1.00000","1.0000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",11,0,1.05,"1.00000","1.0000"
"LION:0000059","diacylglycerophosphoglycerols [GP0401]",3,0,0.29,"1.00000","1.0000"
"LION:0000259","C14:0",3,0,0.29,"1.00000","1.0000"
"LION:0000466","positive intrinsic curvature",34,0,3.25,"1.00000","1.0000"
"LION:0000599","lysoglycerophospholipids",19,0,1.81,"1.00000","1.0000"
"LION:0000607","diacylglycerols [GL0201]",4,0,0.38,"1.00000","1.0000"
"LION:0000622","triacylglycerols [GL0301]",55,0,5.25,"1.00000","1.0000"
"LION:0001735","very low transition temperature",10,0,0.95,"1.00000","1.0000"
"LION:0001736","low transition temperature",19,0,1.81,"1.00000","1.0000"
