day,treatment,tank,probe_num,slope_nmol_hr,p.value,r.squared,slope_nmol_hr_blank,p.value_blank,r.squared_blank,slope_nmol_hr_corrected,blank_ratio,slope_nmol_hr_corrected_mean,slope_nmol_hr_corrected_SD,slope_nmol_hr_corrected_CV
04,13C,tank1,1,-8070.35127860112,3.40693603254347e-256,0.954007556350357,158.505406235119,8.24374399687086e-41,0.25805594371206,-8228.85668483624,0.0196404593509334,5865.31623717455,4414.1228624197,75.2580540234617
04,13C,tank1,2,-4306.98906960322,0,0.892962309683321,51.8040404466479,0.00100336475210831,0.0178886551428125,-4358.79311004986,0.0120279015361932,5865.31623717455,4414.1228624197,75.2580540234617
04,13C,tank1,3,-3495.20238891067,0,0.917448443922707,-66.5631767594208,2.83418260859408e-05,0.0289059962603255,-3428.63921215125,0.0190441552027453,5865.31623717455,4414.1228624197,75.2580540234617
04,13C,tank4,1,-13745.9511764592,4.05187933754891e-14,0.781543668938576,2.5235366717732,0.844778835210067,6.41511815420689e-05,-13748.474713131,0.000183583997889859,5865.31623717455,4414.1228624197,75.2580540234617
04,13C,tank4,3,-1584.04942167327,0,0.775192469288271,-98.0183371915312,7.08144764220183e-06,0.0331956057313885,-1814.16789099321,0.0618783327403966,5865.31623717455,4414.1228624197,75.2580540234617
04,13C,tank4,2,-3710.98414907728,0,0.95329204673009,230.118469319948,3.88779410802175e-49,0.304644673622303,-3612.96581188575,0.0620100922223464,5865.31623717455,4414.1228624197,75.2580540234617
04,30C,tank3,1,-3211.13942600604,1.20304093709227e-67,0.793309056472473,199.137808396995,1.6433119509915e-160,0.703455508286296,-3174.85618267993,0.0620146876165633,4814.42447047992,1670.83891325353,34.7048525425713
04,30C,tank3,2,-7458.56903500101,1.48106526640371e-66,0.738295189668598,-36.2832433261104,0.114148901627247,0.0045648347030602,-7657.706843398,0.0048646386667259,4814.42447047992,1670.83891325353,34.7048525425713
04,30C,tank3,3,-3750.06302531754,6.11631862713211e-162,0.878708551427632,99.5068158392293,1.69492127936382e-67,0.395049788890363,-3849.56984115677,0.0265347049282735,4814.42447047992,1670.83891325353,34.7048525425713
04,30C,tank6,1,-2609.50824833407,1.80673366941839e-78,0.894176707128819,1368.85272923233,3.6388355941019e-147,0.672717726824301,-3978.3609775664,0.524563480535544,4814.42447047992,1670.83891325353,34.7048525425713
04,30C,tank6,2,-4295.88115438576,8.30400174546584e-147,0.877096677647793,-12.8551463164641,0.525609407493898,0.000704690337239527,-4283.0260080693,0.00299243527799645,4814.42447047992,1670.83891325353,34.7048525425713
04,30C,tank6,3,-6126.19875015262,3.11309113759718e-132,0.893286469161526,-183.171780143484,5.83814242921337e-86,0.475950016364332,-5943.02697000913,0.0298997449501489,4814.42447047992,1670.83891325353,34.7048525425713
04,05C,tank2,1,-722.67243017075,0,0.856367629723185,50.0146360390975,4.26302981439514e-38,0.241818502911389,-772.687066209848,0.0692078927478668,998.174260093587,812.910497338894,81.439737512634
04,05C,tank2,2,-1003.47709345972,0,0.660278936263775,-31.4729977176842,0.0322428531459328,0.00759451228183644,-972.00409574204,0.0313639423588371,998.174260093587,812.910497338894,81.439737512634
04,05C,tank2,3,-2471.25018813323,0,0.883135372800513,51.7213263906384,4.2796217922048e-10,0.0627506479327492,-2522.97151452387,0.0209292149532251,998.174260093587,812.910497338894,81.439737512634
04,05C,tank5,1,-137.953286585941,0,0.837392657118423,-87.3751834031717,3.6361691385798e-52,0.318003843115474,-128.433166487048,0.633367899856011,998.174260093587,812.910497338894,81.439737512634
04,05C,tank5,2,-671.993372116172,0,0.839135126297591,-9.52012009889261,0.761042745590368,0.000154772843016593,-584.618188713001,0.0141669851131311,998.174260093587,812.910497338894,81.439737512634
04,05C,tank5,3,-1105.19707049947,0,0.925162182921804,-96.8655416137604,8.87710734584058e-14,0.0880139238826228,-1008.33152888571,0.0876454925545395,998.174260093587,812.910497338894,81.439737512634
08,13C,tank1,2,-5925.95701533851,0,0.980193144842315,-19.3317301318454,1.9467786022851e-05,0.0300174756121181,-5900.53343275905,0.0032622123450791,5132.98101267653,2261.09071636089,44.05024508715
08,13C,tank1,1,-4198.44798538369,0,0.980683968267471,-25.423582579462,1.6449266662065e-06,0.0376530817444559,-4179.11625525185,0.00605547160950203,5132.98101267653,2261.09071636089,44.05024508715
08,13C,tank1,3,-4880.43866843194,0,0.944602275973833,-43.7715483342317,4.36978661311234e-37,0.2369942462601,-4836.66712009771,0.00896877336403354,5132.98101267653,2261.09071636089,44.05024508715
08,13C,tank4,2,-5496.22345271598,4.16598808795395e-291,0.948377328965717,-152.689623835742,3.02091600704037e-130,0.626600541780343,-5298.61713603703,0.0277808253520497,5132.98101267653,2261.09071636089,44.05024508715
08,13C,tank4,1,-1987.41990561125,0,0.801099694017842,-197.606316678943,2.67195916695305e-165,0.714150284205915,-1834.73028177551,0.0994285687292476,5132.98101267653,2261.09071636089,44.05024508715
08,13C,tank4,3,-8889.02447095478,7.03883883299756e-292,0.985741148677437,-140.802620816753,7.66912643875631e-154,0.688499299959295,-8748.22185013803,0.0158400532338314,5132.98101267653,2261.09071636089,44.05024508715
08,30C,tank3,3,-13694.1173215053,2.07149368921655e-83,0.927587468406321,493.882776429363,1.31831440190629e-260,0.862865905724505,-14025.022622303,0.036065323878434,12732.0452176033,6088.92970547954,47.8236575617951
08,30C,tank3,2,-13903.5705848587,6.8244250306882e-68,0.898352415106824,362.489052217944,2.90792519136577e-294,0.894124436681368,-14266.0596370766,0.026071651882913,12732.0452176033,6088.92970547954,47.8236575617951
08,30C,tank3,1,-14310.4132772136,4.80527903398092e-56,0.875109272763609,330.905300797644,4.78120510344978e-263,0.865414258129223,-14804.296053643,0.0231233923428712,12732.0452176033,6088.92970547954,47.8236575617951
08,30C,tank6,3,-11081.7883835951,1.48224286061201e-180,0.983286798800931,126.693230931934,3.78540975907348e-178,0.742147165324213,-11159.6943434391,0.0114325618344674,12732.0452176033,6088.92970547954,47.8236575617951
08,30C,tank6,2,-20120.4163154918,1.94479478453969e-80,0.923131663194927,141.923235626033,1.46862495335236e-169,0.724526634302726,-20262.3395511178,0.0070536927964437,12732.0452176033,6088.92970547954,47.8236575617951
08,30C,tank6,1,-1748.1658671086,0.000310814597703045,0.0619021682478104,77.9059598440226,3.9020134341056e-90,0.492502150740875,-1874.85909804053,0.0445643982128973,12732.0452176033,6088.92970547954,47.8236575617951
08,05C,tank2,1,-1014.19363612976,0,0.971164465410454,-31.2744168141159,3.39991710399413e-13,0.0848245206353888,-982.91921931564,0.0308367314682249,1701.30243989454,794.589015644902,46.704747904444
08,05C,tank2,2,-1586.57206331837,0,0.983117908163532,62.9663385915979,6.09127243516846e-27,0.17577865383304,-1649.53840190997,0.0396870334776358,1701.30243989454,794.589015644902,46.704747904444
08,05C,tank2,3,-1668.49778411658,0,0.989179249400874,68.4747428930857,3.88051531070964e-56,0.341017667404042,-1736.97252700966,0.0410397565672173,1701.30243989454,794.589015644902,46.704747904444
08,05C,tank5,1,-941.184752902118,0,0.940549265664223,-124.204433680081,3.07708241857132e-86,0.476502538823304,-816.980319222037,0.131966049489327,1701.30243989454,794.589015644902,46.704747904444
08,05C,tank5,3,-2075.90963054714,7.24007399931486e-311,0.738666585351267,-76.4459624767551,8.36973402632194e-67,0.392334197577182,-1988.90183232873,0.0368252843726182,1701.30243989454,794.589015644902,46.704747904444
08,05C,tank5,2,-3108.94830205799,0,0.909916572983489,-87.0077982184085,2.31525315857256e-50,0.310720945693445,-3032.50233958123,0.0279862480057366,1701.30243989454,794.589015644902,46.704747904444
15,13C,Tank_1,1,-5880.95727586869,1.42749676740739e-142,0.895139055263706,-85.9757007968321,7.49772201199164e-51,0.313301561427647,-5794.98157507185,0.0146193377648935,6627.96708362907,1795.09970808599,27.0837148923061
15,13C,Tank_1,3,-5594.76943914013,1.02822657591435e-48,0.539416696910703,-59.19326026538,9.74071200359942e-46,0.285874802003066,-5554.9157926606,0.0105801071714007,6627.96708362907,1795.09970808599,27.0837148923061
15,13C,Tank_1,2,-4370.1135153007,8.97337300008393e-122,0.904378307303599,-39.8536464795334,2.53513763546052e-09,0.0576083797448741,-4310.92025503532,0.00911959067882271,6627.96708362907,1795.09970808599,27.0837148923061
15,13C,Tank_4,2,-6768.0977229782,3.87850423764006e-90,0.813207153661616,-118.578464209689,6.07506016742945e-107,0.553427602808716,-6648.69406186231,0.017520205686024,6627.96708362907,1795.09970808599,27.0837148923061
15,13C,Tank_4,1,-8663.9107075947,4.45515602929864e-227,0.99100941317471,-119.403661115885,1.17569144406019e-121,0.601135470575343,-8545.33224338501,0.0137817280378036,6627.96708362907,1795.09970808599,27.0837148923061
15,13C,Tank_4,3,-8968.06788927225,7.61048771749471e-134,0.912696668435362,-55.1093155129284,1.10962849391161e-39,0.25199185611603,-8912.95857375932,0.00614506002779608,6627.96708362907,1795.09970808599,27.0837148923061
15,30C,Tank_3,1,-10694.8171311152,2.64798357956824e-160,0.974373036299873,32.5659018025726,4.78948011436431e-18,0.117728054457983,-10727.3830329178,0.00304501717077762,9457.2390004389,3769.13461525796,39.8544925752965
15,30C,Tank_3,2,-8571.11477194904,3.3592584225897e-130,0.943900498620837,153.014393835727,3.55824415546902e-82,0.459923412549044,-8724.12916578477,0.0178523328536566,9457.2390004389,3769.13461525796,39.8544925752965
15,30C,Tank_3,3,-8061.54955808742,9.63509410347143e-32,0.648259935624912,36.4289577126174,6.01663706131702e-33,0.212466405733147,-8097.97851580004,0.0045188530381323,9457.2390004389,3769.13461525796,39.8544925752965
15,30C,Tank_6,1,-7387.22916269408,3.30320213377807e-115,0.896382528514215,-24.1269245559673,2.03268602901208e-11,0.0724525241003692,-7363.10223813812,0.00326603169126113,9457.2390004389,3769.13461525796,39.8544925752965
15,30C,Tank_6,2,-16646.6459709347,1.02017076607327e-102,0.983605326776803,-327.72758412103,2.92963757457735e-301,0.900053414582017,-16318.9183868137,0.0196873042589629,9457.2390004389,3769.13461525796,39.8544925752965
15,30C,Tank_6,3,-5626.70055939264,1.00477526248044e-153,0.875682198342518,-114.777896213646,1.19197398568008e-109,0.563219338245334,-5511.92266317899,0.0203987923299112,9457.2390004389,3769.13461525796,39.8544925752965
15,05C,Tank_2,1,-1180.9100543213,5.31587943736937e-64,0.590485505935155,55.9833378744581,4.68697263867728e-29,0.188706600749268,-1236.89339219575,0.0474069448977918,1925.81159115748,1192.46782650904,61.9202746511834
15,05C,Tank_2,2,-904.985114874138,0,0.956484295769573,114.273443125507,4.14522288105644e-76,0.434192479746777,-1019.25855799964,0.126271074791545,1925.81159115748,1192.46782650904,61.9202746511834
15,05C,Tank_2,3,-3984.61571132644,8.16990396969096e-236,0.8335819207987,63.9221386080475,2.22587212034877e-84,0.468979436389432,-4048.53784993449,0.0160422342426513,1925.81159115748,1192.46782650904,61.9202746511834
15,05C,Tank_5,2,-1192.8221158428,0,0.922692407452225,-77.7755078136869,8.47658256914283e-27,0.174874220614056,-1086.57397737694,0.065202939131233,1925.81159115748,1192.46782650904,61.9202746511834
15,05C,Tank_5,1,-2686.12268795718,0,0.844031904636338,-106.248138465864,9.44823516648244e-89,0.487073448889734,-2608.34718014349,0.0395544622523057,1925.81159115748,1192.46782650904,61.9202746511834
15,05C,Tank_5,3,-1539.65378141439,0,0.96996021720208,15.604807880175,5.64944694762293e-06,0.0338949005655057,-1555.25858929456,0.0101352707138093,1925.81159115748,1192.46782650904,61.9202746511834
22,13C,Tank_1,1,-7210.90185933232,3.96885413032591e-146,0.892924385904339,-125.905666148605,5.43741417730191e-81,0.454993888014661,-7084.99619318372,0.017460460370246,9920.21404070687,10530.1482150776,106.148397321549
22,13C,Tank_1,2,-7791.23941168842,5.35090428522672e-93,0.860313816919006,-67.0200504691753,1.8569847105001e-42,0.267715826287702,-7724.21936121924,0.00860197549168259,9920.21404070687,10530.1482150776,106.148397321549
22,13C,Tank_1,3,-6113.32729665271,1.5256776627835e-217,0.93401543760021,189.860247478653,1.76593703684467e-164,0.712944567551129,-6303.18754413136,0.0310567778012816,9920.21404070687,10530.1482150776,106.148397321549
22,13C,Tank_4,1,-31028.9804904999,3.01540765203018e-76,0.946516841983319,94.5687613441508,3.138400405256e-67,0.39380934374911,-31123.5492518441,0.00304775599614382,9920.21404070687,10530.1482150776,106.148397321549
22,13C,Tank_4,2,-3898.45977788484,0,0.962470216604504,-56.1323797999545,3.53479102506038e-42,0.265768505711984,-3842.32739808488,0.0143986043201938,9920.21404070687,10530.1482150776,106.148397321549
22,13C,Tank_4,3,-3537.30030300433,1.30818442900245e-269,0.917362191546208,-94.2958072263834,5.5891651699564e-96,0.514212964712687,-3443.00449577795,0.0266575634379403,9920.21404070687,10530.1482150776,106.148397321549
22,30C,Tank_3,3,-25481.9649080297,2.20924452392158e-57,0.941840556071139,112.192238222783,4.60818814320616e-49,0.303828897304201,-25399.9411665523,0.0044028095410896,14826.032064231,9089.35566255748,61.3067314516762
22,30C,Tank_3,1,-12205.7638660748,1.64282799476645e-36,0.688486611466565,-82.0237414773946,2.79538283066103e-46,0.288833066772367,-12197.8347199799,0.00672008260829744,14826.032064231,9089.35566255748,61.3067314516762
22,30C,Tank_3,2,-5705.60565133445,6.49367041885103e-93,0.797749761180665,-7.92914609493119,0.0519157921494977,0.00629335866990441,-5817.79788955723,0.00138971155377286,14826.032064231,9089.35566255748,61.3067314516762
22,30C,Tank_6,3,-27307.4091800854,6.81845156289748e-27,0.836892797591064,-475.729354642274,1.00643017734655e-281,0.88383040036063,-26595.6169674694,0.017421255583236,14826.032064231,9089.35566255748,61.3067314516762
22,30C,Tank_6,1,-7279.75346167887,1.99224816355647e-234,0.967603489891053,-711.792212615999,0,0.96666633115766,-6525.04840134878,0.0977769668111596,14826.032064231,9089.35566255748,61.3067314516762
22,30C,Tank_6,2,-12895.6825951204,3.59383666495512e-36,0.785104761902529,-754.705060330092,0,0.968073573796996,-12419.9532404781,0.0585238551556522,14826.032064231,9089.35566255748,61.3067314516762
22,05C,Tank_2,1,-2094.23358847891,0,0.930575155870662,21.2325597015826,1.82913961485153e-10,0.0655446168206315,-2115.46614818049,0.0101385823522219,1966.87425785264,317.025846644236,16.1182569439061
