lipid	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	p.adj	PubChem.CID	Chemical.Name	INCHIKEY
4-METHYL-2-OXO-PENTANOIC ACID 	0.591451335793818	7.92664504385744	7.33519370806363	3.353195222077	0.00191937931089391	35.2539653989584	0.233464150883234	0.949438520704402	Welch Two Sample t-test	two.sided	0.00314271997058454	70	4-Methyl-2-oxopentanoic acid	BKAJNAXTPSGJCU-UHFFFAOYSA-N
CAR 16:1	0.794158186147532	12.2756700258251	11.4815118396775	2.66681274632033	0.0118500496643031	32.4195670003964	0.187881411457023	1.40043496083804	Welch Two Sample t-test	two.sided	0.0144726016391898	78076330	3-(1-oxohexadec-9-enoxy)-4-(trimethylammonio)butanoate	JFAGPSOZZSTLRF-UHFFFAOYSA-N
Cer 18:0;2O_20:0 	-0.422073175425001	5.80434111910454	6.22641429452954	-2.63123446458647	0.015080211443208	22.5135506341481	-0.754301255717793	-0.0898450951322088	Welch Two Sample t-test	two.sided	0.0181205766535322	5239143	N-(1,3-dihydroxyoctadecan-2-yl)eicosanamide	ZWAUSWHRQBSECP-UHFFFAOYSA-N
Cer d34:0 	-0.985874047951922	9.22652334694324	10.2123973948952	-5.78976948421299	1.44694136171242e-05	18.8637005550924	-1.34244570124112	-0.629302394662726	Welch Two Sample t-test	two.sided	0.000143729508596767	5283572	N-(hexadecanoyl)-sphinganine	GCGTXOVNNFGTPQ-JHOUSYSJSA-N
Cer d36:2 	0.376351489965925	8.00252716398446	7.62617567401854	2.70312247723713	0.0115715559545142	27.8444259779388	0.0910831806491569	0.661619799282694	Welch Two Sample t-test	two.sided	0.0142492713820051	25201955	N-(1,3-dihydroxyoctadeca-4,8-dien-2-yl)octadecanamide	WNPWDGNHTKGEDS-UHFFFAOYSA-N
Cer d39:1 	0.484196318783486	8.74571095232849	8.261514633545	3.07509138200265	0.00452127664467812	29.3431912174736	0.162323018329238	0.806069619237733	Welch Two Sample t-test	two.sided	0.00641590685768609	11273482	N-(tricosanoyl)-hexadecasphing-4-enine	WYSRACVJQVNCRW-PQPBPFPMSA-N
Cer d40:1 	0.52093258787916	8.27921927638983	7.75828668851068	3.86244546320197	0.000491801072126319	33.2588780363075	0.246616218963977	0.795248956794343	Welch Two Sample t-test	two.sided	0.00124200609740376	5283567	N-docosanoylsphingosine	KEPQASGDXIEOIL-GLQCRSEXSA-N
Cer d40:2 	0.780734385445437	8.47900578608156	7.69827140063612	4.56879972562317	6.83323800562433e-05	32.2270851873177	0.432751407576252	1.12871736331462	Welch Two Sample t-test	two.sided	0.000308531049344856	52931123	N-(docosanoyl)-4E,14Z-sphingadienine	HILTUFAERVOALR-MQXYEJFFSA-N
Cer d41:1 	0.453762525259755	8.2993176472157	7.84555512195594	4.51199580970046	8.36468586365186e-05	31.5669926257151	0.248801893713779	0.658723156805731	Welch Two Sample t-test	two.sided	0.000356096626766893	52931115	N-(tricosanoyl)-sphing-4-enine	NAJHAHQNQCNWOP-PUYNVXOJSA-N
Cer d41:2 	0.37259846847398	6.96839025586869	6.59579178739471	3.35472617598069	0.00174913757998558	39.989391286316	0.148122377516467	0.597074559431494	Welch Two Sample t-test	two.sided	0.00292833145413315	138199486	(Z)-N-[(E)-1,3-dihydroxyheptadec-4-en-2-yl]tetracos-11-enamide	KZTBXGOBTULOIO-SZHIUZGGSA-N
Cer d42:2 	0.787685743323338	7.88441569229184	7.0967299489685	5.48616899528625	3.66021142963203e-06	35.0485975343971	0.496224102755189	1.07914738389149	Welch Two Sample t-test	two.sided	7.79102147164532e-05	5283568	(Z)-N-[(E,2S,3R)-1,3-dihydroxyoctadec-4-en-2-yl]-15-tetracosenamide	VJSBNBBOSZJDKB-KPEYJIHVSA-N
Cer-NDS d36:0 	-0.716939413352276	6.77365917594028	7.49059858929255	-3.78152421228976	0.00115985704407058	20.1465261006125	-1.11223304254706	-0.321645784157493	Welch Two Sample t-test	two.sided	0.00210754511666483	4255985	N-(1,3-dihydroxyoctadecan-2-yl)octadecanamide	KZTJQXAANJHSCE-UHFFFAOYSA-N
DG 36:5 	0.867196226869225	11.5953740919414	10.7281778650721	4.71740488303564	8.32049794516052e-05	24.2442457538341	0.487993809050101	1.24639864468835	Welch Two Sample t-test	two.sided	0.000356096626766893	9543737	DG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/0:0)	PGXBELQFNRPKBC-WBVIKXMWSA-N
DG 38:5 	0.499199556643342	13.2099974799174	12.7107979232741	2.93849528974825	0.00704024638004159	24.7503567743255	0.149140526880019	0.849258586406665	Welch Two Sample t-test	two.sided	0.00928315673120529	9543784	DG(18:3(9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)	GRGDLDNREYVILP-CNWVQWJYSA-N
DG 38:6 	0.863752419658187	12.9090230635053	12.0452706438471	5.62273374889642	1.27767028775617e-05	21.5370851456641	0.544770955271895	1.18273388404448	Welch Two Sample t-test	two.sided	0.000135980623482621	9543795	DG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)	YDVDXUYJFQLPEG-CTHJWPIASA-N
FA 17:1	0.407050614683529	9.00790878241069	8.60085816772716	3.81015931026155	0.000510682588105714	36.7934742297844	0.190545446241938	0.62355578312512	Welch Two Sample t-test	two.sided	0.00126819509379586	3014063	9-heptadecenoic acid	QSBYPNXLFMSGKH-UHFFFAOYSA-N
FA 18:3 (linolenic acid) 	0.585917407821513	7.48484157510374	6.89892416728223	4.51338430795536	6.27643489390986e-05	36.9820986635264	0.322877357935297	0.848957457707729	Welch Two Sample t-test	two.sided	0.000292246499747678	5280934	LINOLENIC ACID	DTOSIQBPPRVQHS-PDBXOOCHSA-N
FA 19:1 	0.427800905355451	8.68165011673235	8.2538492113769	3.2263802680639	0.00250343846833658	39.953779059984	0.159807374243505	0.695794436467396	Welch Two Sample t-test	two.sided	0.00392644559770684	14275215	9-Nonadecenoic acid	YOKHLRHWEXTWJR-ZHACJKMWSA-N
FA 20:2 (eicosadienoic acid) 	0.748519963824428	8.68452744520052	7.93600748137609	4.16194631384691	0.000196939734740117	34.7444940565755	0.383312014492478	1.11372791315638	Welch Two Sample t-test	two.sided	0.000652089343917277	6439848	Eicosadienoic acid	XSXIVVZCUAHUJO-HZJYTTRNSA-N
FA 20:3 (eicosatrienoic acid) 	0.491200523554812	7.62915557115254	7.13795504759773	3.43923345930425	0.00159468693954164	33.1080483475697	0.200661626447111	0.781739420662513	Welch Two Sample t-test	two.sided	0.00273113050565177	5312529	11,14,17-Eicosatrienoic acid	AHANXAKGNAKFSK-PDBXOOCHSA-N
FA 20:5 (eicosapentaenoic acid) 	1.04319383419127	9.60614065699422	8.56294682280295	3.9148325452777	0.000458973582286735	31.1954922351713	0.499858312628826	1.58652935575371	Welch Two Sample t-test	two.sided	0.00118062789225388	446284	Icosapent (INN)	JAZBEHYOTPTENJ-JLNKQSITSA-N
FAHFA 46:0 	-0.227927222948047	7.93675004053842	8.16467726348647	-2.40009500649668	0.028817760053903	16.1144859120914	-0.42912979358954	-0.0267246523065535	Welch Two Sample t-test	two.sided	0.0324336744446008	138125105	Fahfa 25:0/21:0	BCZDKPKCPSQECA-UHFFFAOYSA-N
GlcCer d42:2 	-0.520552732452094	6.18202623739118	6.70257896984327	-2.97001515687054	0.00663455891320081	24.1577594837665	-0.882165996914841	-0.158939467989347	Welch Two Sample t-test	two.sided	0.00898681161879019	6321360	N-(15Z-tetracosenoyl)-1-beta-glucosyl-sphing-4-enine	WBOZIXHPUPAOIA-RBELZSLISA-N
LNAPE 20:4_N-19:1 	0.686313814136307	8.06808185517668	7.38176804104037	4.76949092107322	3.91181278284219e-05	31.8740744766549	0.393160487325143	0.979467140947471	Welch Two Sample t-test	two.sided	0.000224176963324418	165327881	Lnape 20:4/N-19:1	YGNHTBSNYNKPPR-QXHWDXSJSA-N
LPE 16:0 	0.531154249734254	7.19794944190018	6.66679519216593	3.86214475530673	0.000417580435172486	38.5583730105807	0.252875077451939	0.809433422016568	Welch Two Sample t-test	two.sided	0.00113126336074001	53480922	LysoPE(0:0/16:0)	CKPBBEOJHAPPBT-HXUWFJFHSA-N
LPE 18:0 	0.7550029119474	7.94337975977051	7.18837684782311	3.43511988858098	0.00144505204521215	38.064200439641	0.310087192624547	1.19991863127025	Welch Two Sample t-test	two.sided	0.00253309123219541	477551911	LPE 18:0	BBYWOYAFBUOUFP-UHFFFAOYNA-N
LPE 18:1 	0.754214994510647	7.99486181367991	7.24064681916926	4.52619981689589	5.29715158951134e-05	39.9418510553614	0.41742153484034	1.09100845418095	Welch Two Sample t-test	two.sided	0.000263091862279063	477882298	LPE 18:1	PYVRVRFVLRNJLY-KTKRTIGZNA-N
LPE 18:2 	0.763311426153536	6.41257028387732	5.64925885772378	5.11586216250863	8.9710205555436e-06	38.4707168947467	0.461383328132144	1.06523952417493	Welch Two Sample t-test	two.sided	0.000116575874461059	52925130	1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine	DBHKHNGBVGWQJE-USWSLJGRSA-N
LPE 20:5	1.1296676723294	11.9697872074143	10.8401195350849	3.78595546542011	0.000661267274660771	30.937963321607	0.521060494369182	1.73827485028962	Welch Two Sample t-test	two.sided	0.00153818935490446	75958074	[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] icosa-5,8,11,14,17-pentaenoate	KCWGBXXAJHVZNN-UHFFFAOYSA-N
LPE 22:6 	0.713461523465225	7.79119322299322	7.077731699528	3.34309770333064	0.00180718266313537	39.9920685865288	0.28213448391072	1.14478856301973	Welch Two Sample t-test	two.sided	0.00299189129785744	52925132	Lyso-PE(22:6w3/0:0)	XEVRBOQZSXWGQO-PAUXXPOVSA-N
