"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000607","diacylglycerols [GL0201]",4,3,0.1,"4.5e-05","0.00436"
"LION:0012010","membrane component",273,10,6.86,"0.022","0.67900"
"LION:0000464","negative intrinsic curvature",76,5,1.91,"0.026","0.67900"
"LION:0002900","C16:1",11,2,0.28,"0.028","0.67900"
"LION:0002955","fatty acid with 16 carbons",32,3,0.8,"0.038","0.73720"
"LION:0000030","diacylglycerophosphocholines [GP0101]",95,5,2.39,"0.063","1.00000"
"LION:0000259","C14:0",3,1,0.08,"0.074","1.00000"
"LION:0002947","fatty acid with 13-15 carbons",4,1,0.1,"0.097","1.00000"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",22,2,0.55,"0.100","1.00000"
"LION:0012009","lipid-mediated signalling",48,3,1.21,"0.107","1.00000"
"LION:0000002","glycerolipids [GL]",59,3,1.48,"0.173","1.00000"
"LION:0000094","headgroup with neutral charge",64,3,1.61,"0.207","1.00000"
"LION:0080979","high lateral diffusion",11,1,0.28,"0.247","1.00000"
"LION:0002969","monounsaturated fatty acid",40,2,1.01,"0.265","1.00000"
"LION:0080968","very low bilayer thickness",12,1,0.3,"0.266","1.00000"
"LION:0002948","fatty acid with 16-18 carbons",73,3,1.83,"0.271","1.00000"
"LION:0000100","fatty acid with 18 carbons or less",75,3,1.88,"0.286","1.00000"
"LION:0000465","neutral intrinsic curvature",149,5,3.74,"0.302","1.00000"
"LION:0080978","average lateral diffusion",14,1,0.35,"0.304","1.00000"
"LION:0080969","low bilayer thickness",15,1,0.38,"0.322","1.00000"
"LION:0080970","average bilayer thickness",15,1,0.38,"0.322","1.00000"
"LION:0002966","fatty acid with less than 2 double bonds",80,3,2.01,"0.324","1.00000"
"LION:0000003","glycerophospholipids [GP]",232,7,5.83,"0.338","1.00000"
"LION:0000010","glycerophosphocholines [GP01]",155,5,3.89,"0.339","1.00000"
"LION:0002968","saturated fatty acid",49,2,1.23,"0.354","1.00000"
"LION:0001737","average transition temperature",18,1,0.45,"0.374","1.00000"
"LION:0001736","low transition temperature",19,1,0.48,"0.390","1.00000"
"LION:0000095","headgroup with positive charge / zwitter-ion",241,7,6.06,"0.394","1.00000"
"LION:0000011","glycerophosphoethanolamines [GP02]",55,2,1.38,"0.413","1.00000"
"LION:0012080","endoplasmic reticulum (ER)",246,7,6.18,"0.427","1.00000"
"LION:0002882","C16:0",22,1,0.55,"0.437","1.00000"
"LION:0012081","mitochondrion",58,2,1.46,"0.441","1.00000"
"LION:0002922","C18:1",23,1,0.58,"0.452","1.00000"
"LION:0080982","above average lateral diffusion",25,1,0.63,"0.481","1.00000"
"LION:0080973","below average bilayer thickness",26,1,0.65,"0.495","1.00000"
"LION:0001741","below average transition temperature",29,1,0.73,"0.535","1.00000"
"LION:0002957","fatty acid with 18 carbons",50,1,1.26,"0.743","1.00000"
"LION:0000001","fatty acids [FA]",8,0,0.2,"1.000","1.00000"
"LION:0000004","sphingolipids [SP]",61,0,1.53,"1.000","1.00000"
"LION:0000013","glycerophosphoserines [GP03]",8,0,0.2,"1.000","1.00000"
